date,code,amount,closeable_amount,avg_cost,acc_avg_cost,price,value,floating_pnl,floating_pnl_pct,cash,positions_value,total_value,daily_positions_value,daily_total_market_value,daily_floating_pnl
2024-01-02 15:00:00,511880.XSHG,900,900,100.094,100.094,100.111,90099.90000000001,15.300000000009106,0.01698403500709489,9888.369999999995,90099.90000000001,99988.27,90099.90000000001,99988.27,15.300000000009106
2024-01-03 15:00:00,511880.XSHG,900,900,100.094,100.094,100.113,90101.7,17.10000000000491,0.018982156772628933,9888.369999999995,90101.7,99990.06999999999,90101.7,99990.06999999999,17.10000000000491
2024-01-04 15:00:00,511880.XSHG,900,900,100.094,100.094,100.12,90108.0,23.400000000009413,0.025975582952031395,9888.369999999995,90108.0,99996.37,90108.0,99996.37,23.400000000009413
2024-01-05 15:00:00,511880.XSHG,900,900,100.094,100.094,100.138,90124.20000000001,39.60000000001003,0.04395867884190441,9888.369999999995,90124.20000000001,100012.57,90124.20000000001,100012.57,39.60000000001003
2024-01-08 15:00:00,511880.XSHG,900,900,100.094,100.094,100.138,90124.20000000001,39.60000000001003,0.04395867884190441,9888.369999999995,90124.20000000001,100012.57,90124.20000000001,100012.57,39.60000000001003
2024-01-09 15:00:00,511880.XSHG,900,900,100.094,100.094,100.142,90127.8,43.20000000000164,0.0479549223729725,9888.369999999995,90127.8,100016.17,90127.8,100016.17,43.20000000000164
2024-01-10 15:00:00,511880.XSHG,900,900,100.094,100.094,100.15,90135.0,50.40000000001044,0.055947409435153084,9888.369999999995,90135.0,100023.37,90135.0,100023.37,50.40000000001044
2024-01-11 15:00:00,511880.XSHG,900,900,100.094,100.094,100.148,90133.2,48.60000000000184,0.053949287669596835,9888.369999999995,90133.2,100021.56999999999,90133.2,100021.56999999999,48.60000000000184
2024-01-12 15:00:00,511880.XSHG,900,900,100.094,100.094,100.17,90153.0,68.40000000000686,0.07592862709053794,9888.369999999995,90153.0,100041.37,90153.0,100041.37,68.40000000000686
2024-01-15 15:00:00,511880.XSHG,900,900,100.094,100.094,100.179,90161.1,76.50000000000716,0.08492017503547444,9888.369999999995,90161.1,100049.47,90161.1,100049.47,76.50000000000716
2024-01-16 15:00:00,511880.XSHG,900,900,100.094,100.094,100.178,90160.2,75.60000000000286,0.08392111415269632,9888.369999999995,90160.2,100048.56999999999,90160.2,100048.56999999999,75.60000000000286
2024-01-17 15:00:00,511880.XSHG,900,900,100.094,100.094,100.182,90163.8,79.20000000000726,0.08791735768378661,9888.369999999995,90163.8,100052.17,90163.8,100052.17,79.20000000000726
2024-01-18 15:00:00,511880.XSHG,900,900,100.094,100.094,100.191,90171.90000000001,87.30000000000757,0.09690890562872312,9888.369999999995,90171.90000000001,100060.27,90171.90000000001,100060.27,87.30000000000757
2024-01-19 15:00:00,511880.XSHG,900,900,100.094,100.094,100.208,90187.2,102.60000000000389,0.1138929406357958,9888.369999999995,90187.2,100075.56999999999,90187.2,100075.56999999999,102.60000000000389
2024-01-22 15:00:00,511880.XSHG,900,900,100.094,100.094,100.224,90201.6,117.0000000000087,0.12987791476013477,9888.369999999995,90201.6,100089.97,90201.6,100089.97,117.0000000000087
2024-01-23 15:00:00,511880.XSHG,900,900,100.094,100.094,100.216,90194.4,109.7999999999999,0.12188542769795419,9888.369999999995,90194.4,100082.76999999999,90194.4,100082.76999999999,109.7999999999999
2024-01-24 15:00:00,511880.XSHG,900,900,100.094,100.094,100.216,90194.4,109.7999999999999,0.12188542769795419,9888.369999999995,90194.4,100082.76999999999,90194.4,100082.76999999999,109.7999999999999
2024-01-25 15:00:00,511880.XSHG,900,900,100.094,100.094,100.205,90184.5,99.90000000000379,0.11089575798750584,9888.369999999995,90184.5,100072.87,90184.5,100072.87,99.90000000000379
2024-01-26 15:00:00,511880.XSHG,900,900,100.094,100.094,100.233,90209.7,125.100000000009,0.13886946270507128,9888.369999999995,90209.7,100098.06999999999,90209.7,100098.06999999999,125.100000000009
2024-01-29 15:00:00,511880.XSHG,900,900,100.094,100.094,100.241,90216.9,132.300000000005,0.14686194976722966,9888.369999999995,90216.9,100105.26999999999,90216.9,100105.26999999999,132.300000000005
2024-01-30 15:00:00,511880.XSHG,900,900,100.094,100.094,100.254,90228.6,144.00000000000972,0.15984974124323426,9888.369999999995,90228.6,100116.97,90228.6,100116.97,144.00000000000972
2024-01-31 15:00:00,511880.XSHG,900,900,100.094,100.094,100.26,90234.0,149.40000000000992,0.1658441065398586,9888.369999999995,90234.0,100122.37,90234.0,100122.37,149.40000000000992
2024-02-01 15:00:00,511880.XSHG,900,900,100.094,100.094,100.268,90241.2,156.60000000000593,0.17383659360201698,9888.369999999995,90241.2,100129.56999999999,90241.2,100129.56999999999,156.60000000000593
2024-02-02 15:00:00,511880.XSHG,900,900,100.094,100.094,100.28,90252.0,167.40000000000634,0.18582532419526565,9888.369999999995,90252.0,100140.37,90252.0,100140.37,167.40000000000634
2024-02-05 15:00:00,511880.XSHG,900,900,100.094,100.094,100.287,90258.3,173.70000000001085,0.1928187503746681,9888.369999999995,90258.3,100146.67,90258.3,100146.67,173.70000000001085
2024-02-06 15:00:00,511880.XSHG,900,900,100.094,100.094,100.279,90251.09999999999,166.50000000000205,0.18482626331248753,9888.369999999995,90251.09999999999,100139.46999999999,90251.09999999999,100139.46999999999,166.50000000000205
2024-02-07 15:00:00,511880.XSHG,900,900,100.094,100.094,100.297,90267.3,182.70000000000266,0.20280935920236054,9888.369999999995,90267.3,100155.67,90267.3,100155.67,182.70000000000266
2024-02-08 15:00:00,511880.XSHG,900,900,100.094,100.094,100.393,90353.7,269.10000000000593,0.29871920394830553,9888.369999999995,90353.7,100242.06999999999,90353.7,100242.06999999999,269.10000000000593
2024-02-19 15:00:00,511880.XSHG,900,900,100.094,100.094,100.346,90311.40000000001,226.8000000000086,0.25176334245808896,9888.369999999995,90311.40000000001,100199.77,90311.40000000001,100199.77,226.8000000000086
2024-02-20 15:00:00,511880.XSHG,900,900,100.094,100.094,100.353,90317.7,233.1000000000003,0.2587567686374914,9888.369999999995,90317.7,100206.06999999999,90317.7,100206.06999999999,233.1000000000003
2024-02-21 15:00:00,511880.XSHG,900,900,100.094,100.094,100.35,90315.0,230.4000000000002,0.25575958598917925,9888.369999999995,90315.0,100203.37,90315.0,100203.37,230.4000000000002
2024-02-22 15:00:00,511880.XSHG,900,900,100.094,100.094,100.353,90317.7,233.1000000000003,0.2587567686374914,9888.369999999995,90317.7,100206.06999999999,90317.7,100206.06999999999,233.1000000000003
2024-02-23 15:00:00,511880.XSHG,900,900,100.094,100.094,100.369,90332.1,247.50000000000512,0.2747417427618082,9888.369999999995,90332.1,100220.47,90332.1,100220.47,247.50000000000512
2024-02-26 15:00:00,511880.XSHG,900,900,100.094,100.094,100.376,90338.40000000001,253.80000000000962,0.28173516894121065,9888.369999999995,90338.40000000001,100226.77,90338.40000000001,100226.77,253.80000000000962
2024-02-27 15:00:00,511880.XSHG,900,900,100.094,100.094,100.378,90340.2,255.60000000000542,0.2837332907067447,9888.369999999995,90340.2,100228.56999999999,90340.2,100228.56999999999,255.60000000000542
2024-02-28 15:00:00,511880.XSHG,900,900,100.094,100.094,100.377,90339.3,254.70000000000113,0.28273422982396657,9888.369999999995,90339.3,100227.67,90339.3,100227.67,254.70000000000113
2024-02-29 15:00:00,511880.XSHG,900,900,100.094,100.094,100.374,90336.59999999999,252.00000000000102,0.2797370471756544,9888.369999999995,90336.59999999999,100224.96999999999,90336.59999999999,100224.96999999999,252.00000000000102
2024-03-01 15:00:00,511880.XSHG,900,900,100.094,100.094,100.402,90361.8,277.20000000000624,0.30771075189321984,9888.369999999995,90361.8,100250.17,90361.8,100250.17,277.20000000000624
2024-03-04 15:00:00,511880.XSHG,900,900,100.094,100.094,100.413,90371.7,287.10000000000235,0.3187004216036904,9888.369999999995,90371.7,100260.06999999999,90371.7,100260.06999999999,287.10000000000235
2024-03-05 15:00:00,511880.XSHG,900,900,100.094,100.094,100.422,90379.8,295.20000000000266,0.3276919695486269,9888.369999999995,90379.8,100268.17,90379.8,100268.17,295.20000000000266
2024-03-06 15:00:00,511880.XSHG,900,900,100.094,100.094,100.429,90386.1,301.50000000000716,0.33468539572802936,9888.369999999995,90386.1,100274.47,90386.1,100274.47,301.50000000000716
2024-03-07 15:00:00,511880.XSHG,900,900,100.094,100.094,100.432,90388.8,304.20000000000726,0.3376825783763415,9888.369999999995,90388.8,100277.17,90388.8,100277.17,304.20000000000726
2024-03-08 15:00:00,511880.XSHG,900,900,100.094,100.094,100.442,90397.79999999999,313.1999999999991,0.34767318720403395,9888.369999999995,90397.79999999999,100286.16999999998,90397.79999999999,100286.16999999998,313.1999999999991
2024-03-11 15:00:00,511880.XSHG,900,900,100.094,100.094,100.444,90399.6,315.0000000000077,0.349671308969568,9888.369999999995,90399.6,100287.97,90399.6,100287.97,315.0000000000077
2024-03-12 15:00:00,511880.XSHG,900,900,100.094,100.094,100.449,90404.09999999999,319.5000000000036,0.3546666133834142,9888.369999999995,90404.09999999999,100292.46999999999,90404.09999999999,100292.46999999999,319.5000000000036
2024-03-13 15:00:00,511880.XSHG,900,900,100.094,100.094,100.454,90408.59999999999,323.9999999999995,0.3596619177972604,9888.369999999995,90408.59999999999,100296.96999999999,90408.59999999999,100296.96999999999,323.9999999999995
